class,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
a,0,0,116,465,0,0,721,4946,10,955,10,2892,638,4645,2953,116338
a,0,0,162,304,5,0,971,5174,16,1284,6,2989,444,4867,3157,131942
a,0,0,142,570,6,0,1637,4768,85,1960,26,3866,547,4525,4206,149058
a,0,3,181,744,0,0,1636,5935,13,1778,100,4366,1056,5649,4199,233930
a,0,54,180,631,14,4,1291,4300,18,1552,112,3261,886,3946,3307,116974
a,0,8,177,884,7,0,1136,4507,65,1251,340,4051,1083,4305,3968,131490
a,5,21,177,863,1,0,1534,5534,71,1700,247,4271,1045,5292,4275,193520
a,0,9,177,822,2,0,1391,5371,109,1499,143,4019,943,5210,4013,181954
a,0,14,175,639,7,0,1329,6886,85,1424,217,4483,833,6687,4391,259590
a,0,14,173,900,7,0,1470,6325,55,1534,93,4311,1128,6151,4154,238910
a,0,33,175,906,2,0,1247,5995,51,1318,69,4157,1092,5862,4073,216592
a,29,20,128,284,18,0,2770,6616,70,2888,58,5163,357,6483,5210,260427
a,78,86,105,191,11,2,3999,7980,65,3921,112,6082,243,8046,6027,376501
a,0,9,184,628,0,0,1602,4746,18,1840,244,4036,888,4414,4023,156720
a,48,42,98,194,53,0,3735,6983,93,3817,51,5187,217,6883,5235,280404
a,53,32,91,240,52,0,3715,7387,83,3799,67,5362,294,7257,5372,308421
a,98,29,152,199,11,0,3938,7881,76,3993,146,5607,322,7779,5557,360482
a,46,46,88,132,44,0,4239,7304,76,4183,29,5461,204,7300,5335,310669
a,69,5,151,158,73,0,5305,8474,70,5611,26,5803,181,8226,6018,406054
a,43,59,140,205,47,2,3706,7075,101,3740,29,5971,160,7125,6062,323737
a,86,29,80,106,49,0,3316,7184,96,3463,127,4807,148,6979,4892,271138
a,27,4,190,198,47,0,4366,7582,79,4649,114,5839,258,7350,6019,372238
a,50,11,97,191,27,0,4358,6591,106,4402,72,5842,183,6546,5878,267047
a,61,1,159,230,36,0,3909,7444,88,4111,56,5890,220,7323,6067,320814
a,0,10,194,710,22,0,2034,7104,89,2282,36,4716,761,6910,4901,278811
a,39,74,159,511,57,28,2001,6506,97,2092,40,4098,564,6424,4153,238382
a,11,31,132,403,38,0,2260,6614,82,2413,32,4135,359,6555,4325,232710
a,40,43,160,298,53,2,1985,5908,83,2081,16,3698,324,5863,3758,183624
a,35,87,149,512,84,61,1295,5623,8,1455,82,3271,589,5527,3357,148434
a,59,40,143,478,37,0,1240,5673,4,1518,3,3467,647,5365,3579,156253
a,0,0,155,540,0,0,1465,6096,17,1644,9,3711,710,5885,3720,207890
a,16,75,147,511,73,61,1352,6297,15,1505,36,3478,657,6130,3487,191920
